Query_number,doc_number
1057539,348398
1057539,330732
1057334,126705
1057334,479774
1057334,89153
1057334,174474
1057334,309635
1057334,282689
1057334,344417
1057334,87237
1057334,355055
1057334,337731
1057139,387530
1057139,500521
1057139,384430
1057139,165221
1057139,299043
1057139,491854
1057139,192370
1057139,369096
1057139,489635
1057139,206067
1057112,311718
1057112,421655
1057112,381856
1057112,416187
1057112,488819
1057112,102551
1057112,126036
1057112,301837
1057112,267028
1057112,121268
1057015,378834
1057015,87673
1057015,43041
1057015,484169
1057015,264910
1057015,499352
1057015,480950
1057015,294227
1057015,87310
1057015,329830
1056758,299586
1056758,407101
1056758,1855
1056758,1471
1056758,262284
1056758,190206
1056758,15337
1056758,404119
1056758,191234
1056758,448946
1056742,480921
1056742,280255
1056742,52166
1056742,24391
1056742,174170
1056742,53930
1056742,371886
1056742,460172
1056742,367941
1056742,211961
1056726,457609
1056726,346850
1056726,108355
1056726,342830
1056726,83220
1056726,324650
1056726,298534
1056726,150472
1056726,391257
1056726,54007
1056644,332755
1056644,192990
1056644,273020
1056644,179846
1056644,260247
1056644,266749
1056644,373605
1056644,354018
1056644,385636
1056644,126352
1056580,500131
1056580,155963
1056580,200879
1056580,415882
1056580,311691
1056580,162788
1056580,154588
1056580,339266
1056580,17341
1056580,408941
1056437,229831
1056437,219766
1056437,381950
1056437,492839
1056437,32742
1056437,353427
1056437,479242
1056437,33431
1056437,85444
1056437,457685
1056211,405754
1056211,264915
1056211,149152
1056211,184810
1056211,209063
1056211,151314
1056211,121494
1056211,35378
1056211,233495
1056211,98320
1056163,494929
1056163,483155
1056163,339717
1056163,146982
1056163,230501
1056163,323106
1056163,183300
1056163,131927
1056163,420773
1056163,298504
1056159,350476
1056159,56508
1056159,105283
1056159,254704
1056159,28449
1056159,110915
1056159,100634
1056159,382190
1056159,227166
1056159,49733
1056060,149782
1056060,56691
1056060,42753
1056060,224041
1056060,316862
1056060,45113
1056060,199525
1056060,377154
1056060,27740
1056060,483002
1056057,151483
1056057,429814
1056057,292821
1056057,239001
1056057,7783
1056057,91578
1056057,86516
1056057,439513
1056057,244144
1056057,392111
1055940,204754
1055940,399880
1055940,490928
1055940,209448
1055940,436221
1055940,100503
1055940,4464
1055940,209840
1055940,254796
1055940,380109
1055889,444228
1055889,133505
1055889,29650
1055889,132606
1055889,179445
1055889,265158
1055889,35747
1055889,66963
1055889,182261
1055889,97341
1055717,198052
1055717,132963
1055717,179440
1055717,25505
1055717,464839
1055717,255436
1055717,79693
1055717,242870
1055717,231899
1055717,374509
1055505,162620
1055505,20485
1055505,272715
1055505,55779
1055505,472488
1055505,97837
1055505,169318
1055505,287557
1055505,53636
1055505,407659
1055197,405813
1055197,385548
1055197,333612
1055197,21287
1055197,363473
1055197,315827
1055197,235729
1055197,196558
1055197,376969
1055197,405044
1055125,239038
1055125,342985
1055125,463254
1055125,408229
1055125,455792
1055125,444470
1055125,409724
1055125,476712
1055125,44242
1055125,478229
1054999,16874
1054999,455843
1054999,476973
1054999,77491
1054999,240958
1054999,281127
1054999,126883
1054999,229028
1054999,366322
1054999,178878
1054969,12485
1054969,282957
1054969,198362
1054969,364259
1054969,394320
1054969,483981
1054969,98346
1054969,463030
1054969,205370
1054969,83209
1054958,303243
1054958,324869
1054958,273691
1054958,9055
1054958,14812
1054958,266235
1054958,142063
1054958,405746
1054958,306108
1054958,471891
1054923,308354
1054923,377904
1054923,419920
1054923,162342
1054923,132420
1054923,451262
1054923,309195
1054923,203657
1054923,462371
1054923,369493
1054707,393472
1054707,92984
1054707,106658
1054707,206629
1054707,329822
1054707,424407
1054707,111239
1054707,13544
1054707,77969
1054707,289312
1054468,91040
1054468,357547
1054468,308990
1054468,439883
1054468,222333
1054468,411098
1054468,114801
1054468,185497
1054468,400938
1054468,108923
1054451,259509
1054451,97023
1054451,244920
1054451,413887
1054451,258025
1054451,30019
1054451,435599
1054451,340646
1054451,131592
1054451,197661
1054450,251965
1054450,105343
1054450,41761
1054450,7175
1054450,336652
1054450,320564
1054450,18513
1054450,174632
1054450,380757
1054450,346983
1054440,308721
1054440,138496
1054440,266653
1054440,164506
1054440,360326
1054440,455416
1054440,226517
1054440,477958
1054440,371753
1054440,1978
1054438,201541
1054438,209705
1054438,230605
1054438,468227
1054438,380863
1054438,190571
1054438,160457
1054438,378367
1054438,278279
1054438,187227
1054189,2847
1054189,90002
1054189,465805
1054189,161378
1054189,152028
1054189,131888
1054189,66027
1054189,6655
1054189,386665
1054189,438485
1054023,260489
1054023,414564
1054023,13491
1054023,301630
1054023,287506
1054023,216764
1054023,349866
1054023,348295
1054023,499812
1054023,278076
1053931,131197
1053931,412855
1053931,25357
1053931,479335
1053931,323320
1053931,385139
1053931,169541
1053931,428372
1053931,121903
1053931,249512
1053901,210345
1053901,77921
1053901,85538
1053901,228809
1053901,52653
1053901,86553
1053901,410798
1053901,115608
1053901,383315
1053901,146139
1053896,461133
1053896,227921
1053896,56179
1053896,430641
1053896,477279
1053896,6005
1053896,206816
1053896,87389
1053896,84146
1053896,291798
1053716,238648
1053716,61075
1053716,143432
1053716,46919
1053716,197540
1053716,273336
1053716,432547
1053716,388026
1053716,441995
1053716,291306
1100229,9614
1100229,449447
1100229,55193
1100229,389127
1100229,171221
1100229,72753
1100229,78394
1100229,363771
1100229,249498
1100229,79958
1102206,240223
1102206,293082
1102206,368032
1102206,284107
1102206,297479
1102206,24857
1102206,350637
1102206,393212
1102206,241208
1102206,234154
1100224,412638
1100224,201388
1100224,309895
1100224,464186
1100224,91652
1100224,367951
1100224,388629
1100224,211090
1100224,472462
1100224,229504
1053253,162929
1053253,79483
1053253,262532
1053253,164202
1053253,365900
1053253,189160
1053253,276046
1053253,357723
1053253,249199
1053253,76568
1053219,175740
1053219,45825
1053219,203819
1053219,237704
1053219,61181
1053219,468866
1053219,467928
1053219,114872
1053219,358329
1053219,2988
1052985,480704
1052985,169569
1052985,178925
1052985,464512
1052985,440060
1052985,313606
1052985,295282
1052985,318290
1052985,332636
1052985,395413
1052965,247080
1052965,445724
1052965,397633
1052965,254378
1052965,270351
1052965,349089
1052965,336480
1052965,363010
1052965,168803
1052965,146212
1100218,8297
1100218,122170
1100218,469142
1100218,107200
1100218,374366
1100218,277451
1100218,383001
1100218,472914
1100218,251652
1100218,329360
1052640,62382
1052640,492715
1052640,468536
1052640,312090
1052640,363212
1052640,155744
1052640,453866
1052640,58310
1052640,203355
1052640,245683
1052115,278242
1052115,127892
1052115,73878
1052115,295924
1052115,427475
1052115,414618
1052115,215477
1052115,151306
1052115,299141
1052115,464430
1052089,341801
1052089,132796
1052089,495756
1052089,12231
1052089,352367
1052089,98427
1052089,101078
1052089,328817
1052089,351870
1052089,134832
1051942,199889
1051942,406592
1051942,204341
1051942,295651
1051942,107579
1051942,389672
1051942,24764
1051942,195795
1051942,104466
1051942,438272
1051902,248416
1051902,279550
1051902,199224
1051902,238300
1051902,215101
1051902,191771
1051902,281555
1051902,325210
1051902,148343
1051902,238084
1051808,9659
1051808,149234
1051808,195855
1051808,477258
1051808,472233
1051808,141407
1051808,85142
1051808,215501
1051808,420845
1051808,62321
1051571,133518
1051571,155509
1051571,443780
1051571,257456
1051571,412434
1051571,438840
1051571,103401
1051571,360379
1051571,83524
1051571,458743
1051530,379519
1051530,92758
1051530,493723
1051530,458807
1051530,488617
1051530,387856
1051530,368023
1051530,356784
1051530,80206
1051530,375926
1051520,341816
1051520,52470
1051520,34663
1051520,441091
1051520,86738
1051520,17720
1051520,353472
1051520,182977
1051520,172003
1051520,261089
1051475,463419
1051475,61119
1051475,178278
1051475,365715
1051475,364285
1051475,452314
1051475,477415
1051475,178354
1051475,366143
1051475,251885
1051422,329087
1051422,203960
1051422,307011
1051422,319061
1051422,120762
1051422,318957
1051422,54677
1051422,155668
1051422,461464
1051422,116757
1051372,119942
1051372,415740
1051372,150798
1051372,146165
1051372,392714
1051372,210047
1051372,338291
1051372,373840
1051372,70731
1051372,441017
1051352,288095
1051352,172126
1051352,481258
1051352,400278
1051352,1695
1051352,253973
1051352,126930
1051352,349924
1051352,318945
1051352,44764
1051339,293167
1051339,65978
1051339,454273
1051339,223932
1051339,335137
1051339,6349
1051339,262297
1051339,342880
1051339,471906
1051339,379089
1051307,399394
1051307,2102
1051307,228081
1051307,87215
1051307,175365
1051307,304301
1051307,467725
1051307,350933
1051307,367944
1051307,286003
1100190,490915
1100190,300901
1100190,227264
1100190,476070
1100190,7714
1100190,109207
1100190,2218
1100190,108663
1100190,135844
1100190,276943
1051285,473445
1051285,396679
1051285,194317
1051285,31069
1051285,417826
1051285,46040
1051285,434912
1051285,92887
1051285,442397
1051285,457523
1051229,264241
1051229,304084
1051229,334294
1051229,176833
1051229,470833
1051229,245371
1051229,180259
1051229,298962
1051229,292856
1051229,246257
1051223,259816
1051223,424663
1051223,152920
1051223,270424
1051223,100898
1051223,334943
1051223,30225
1051223,139642
1051223,460084
1051223,95454
1051214,494544
1051214,467506
1051214,22205
1051214,459956
1051214,328541
1051214,7889
1051214,231938
1051214,12294
1051214,65144
1051214,380657
1051211,334294
1051211,307923
1051211,461807
1051211,3120
1051211,132295
1051211,380754
1051211,236065
1051211,38789
1051211,197056
1051211,195205
1100188,28021
1100188,60864
1100188,435599
1100188,340646
1100188,82334
1100188,372636
1100188,309504
1100188,307556
1100188,307211
1100188,362757
1051112,102401
1051112,168085
1051112,349564
1051112,395480
1051112,173855
1051112,70370
1051112,414781
1051112,498581
1051112,214852
1051112,207367
1100187,253684
1100187,361604
1100187,71356
1100187,44436
1100187,311283
1100187,212523
1100187,168143
1100187,386042
1100187,322614
1100187,212952
1051108,64980
1051108,170849
1051108,361833
1051108,40457
1051108,44128
1051108,469421
1051108,428486
1051108,133605
1051108,168899
1051108,137351
1050923,348687
1050923,37405
1050923,426156
1050923,85013
1050923,350138
1050923,454605
1050923,4477
1050923,250701
1050923,256786
1050923,494195
1050778,386036
1050778,173574
1050778,298527
1050778,71015
1050778,39291
1050778,412232
1050778,338793
1050778,85559
1050778,209677
1050778,231476
1050695,499500
1050695,487133
1050695,250012
1050695,239678
1050695,291607
1050695,430128
1050695,285135
1050695,243162
1050695,58907
1050695,335480
1050231,421857
1050231,73426
1050231,384206
1050231,175151
1050231,139332
1050231,318531
1050231,447191
1050231,300981
1050231,177255
1050231,31241
1049955,35189
1049955,57537
1049955,418944
1049955,420394
1049955,357466
1049955,308024
1049955,287203
1049955,28568
1049955,5125
1049955,252840
1100173,339312
1100173,299469
1100173,216797
1100173,388874
1100173,435404
1100173,421126
1100173,256472
1100173,115023
1100173,367015
1100173,115532
1049791,433876
1049791,167186
1049791,296490
1049791,235715
1049791,374320
1049791,52937
1049791,270945
1049791,37602
1049791,486717
1049791,148582
1049774,490016
1049774,231541
1049774,134630
1049774,23935
1049774,36958
1049774,479435
1049774,450577
1049774,284113
1049774,52194
1049774,397449
1049456,92668
1049456,166634
1049456,276134
1049456,246982
1049456,102161
1049456,379059
1049456,458326
1049456,232344
1049456,132156
1049456,435238
1100168,57657
1100168,469372
1100168,236063
1100168,160457
1100168,274061
1100168,161962
1100168,276914
1100168,197887
1100168,126041
1100168,96638
1049329,309715
1049329,71834
1049329,104972
1049329,69413
1049329,85529
1049329,184553
1049329,100861
1049329,276341
1049329,290580
1049329,303174
1100167,353777
1100167,278151
1100167,230125
1100167,394919
1100167,141608
1100167,142575
1100167,98113
1100167,10902
1100167,353503
1100167,179856
1049085,111037
1049085,272660
1049085,37151
1049085,478033
1049085,706
1049085,482761
1049085,385066
1049085,99220
1049085,151760
1049085,194427
1048917,248058
1048917,305170
1048917,406195
1048917,195412
1048917,450862
1048917,333507
1048917,298603
1048917,238969
1048917,380290
1048917,188688
1048642,322864
1048642,444665
1048642,370861
1048642,318377
1048642,178661
1048642,55117
1048642,299921
1048642,487928
1048642,34387
1048642,268926
1048381,124431
1048381,193936
1048381,191157
1048381,283986
1048381,329450
1048381,487680
1048381,172684
1048381,308763
1048381,195232
1048381,419851
1048359,80412
1048359,56396
1048359,277672
1048359,363513
1048359,316855
1048359,112833
1048359,247699
1048359,498566
1048359,293297
1048359,162733
1048303,360520
1048303,362775
1048303,474428
1048303,379715
1048303,15104
1048303,100316
1048303,377543
1048303,46716
1048303,491934
1048303,457273
1048282,486356
1048282,64466
1048282,316699
1048282,49779
1048282,346891
1048282,457060
1048282,35393
1048282,350555
1048282,5605
1048282,315961
1048281,310089
1048281,248321
1048281,472175
1048281,327422
1048281,132204
1048281,183364
1048281,14214
1048281,123250
1048281,157643
1048281,158641
1100151,421128
1100151,96693
1100151,199134
1100151,486028
1100151,317512
1100151,413456
1100151,275722
1100151,282777
1100151,357322
1100151,41333
1048185,137427
1048185,168324
1048185,400280
1048185,495897
1048185,161571
1048185,82125
1048185,281932
1048185,1325
1048185,419245
1048185,329824
1047917,259373
1047917,413525
1047917,74781
1047917,65264
1047917,420550
1047917,490204
1047917,217946
1047917,326268
1047917,325899
1047917,319709
1047913,178564
1047913,364526
1047913,134434
1047913,326696
1047913,407290
1047913,371717
1047913,432241
1047913,501596
1047913,173657
1047913,387386
1047854,340479
1047854,269920
1047854,113071
1047854,11006
1047854,48380
1047854,82920
1047854,383237
1047854,61857
1047854,380311
1047854,58204
1047843,435837
1047843,322497
1047843,268402
1047843,353924
1047843,132003
1047843,456395
1047843,360110
1047843,320343
1047843,491942
1047843,385730
1047833,430602
1047833,115469
1047833,48578
1047833,171801
1047833,391263
1047833,446989
1047833,397305
1047833,54333
1047833,246133
1047833,454057
1047794,171760
1047794,203734
1047794,198296
1047794,203670
1047794,24607
1047794,59519
1047794,10651
1047794,410183
1047794,256227
1047794,483985
1047738,366247
1047738,344747
1047738,758
1047738,292817
1047738,88940
1047738,109539
1047738,445001
1047738,288033
1047738,347154
1047738,150954
1047708,418711
1047708,394687
1047708,1930
1047708,271634
1047708,172952
1047708,40212
1047708,481273
1047708,113100
1047708,413889
1047708,356908
1047702,377071
1047702,359828
1047702,422792
1047702,136641
1047702,83555
1047702,412599
1047702,425739
1047702,57822
1047702,132573
1047702,242585
1047700,83120
1047700,408079
1047700,437592
1047700,113830
1047700,74995
1047700,212593
1047700,136920
1047700,304717
1047700,235435
1047700,342364
1047662,345955
1047662,298873
1047662,371578
1047662,374467
1047662,80366
1047662,129069
1047662,203805
1047662,464214
1047662,364168
1047662,268022
1047642,89421
1047642,475260
1047642,243371
1047642,260698
1047642,61475
1047642,21642
1047642,294807
1047642,318708
1047642,244423
1047642,362826
1047629,65066
1047629,12
1047629,174057
1047629,337112
1047629,296204
1047629,288721
1047629,59344
1047629,407271
1047629,411879
1047629,305698
1047599,80364
1047599,76665
1047599,15660
1047599,203846
1047599,172468
1047599,158540
1047599,269789
1047599,451401
1047599,404684
1047599,413002
1100137,453484
1100137,327570
1100137,203890
1100137,476909
1100137,118451
1100137,430786
1100137,143920
1100137,395398
1100137,316934
1100137,16086
1047548,126298
1047548,190928
1047548,399944
1047548,316338
1047548,235684
1047548,197002
1047548,10273
1047548,5468
1047548,251815
1047548,234698
1047386,338112
1047386,289423
1047386,310541
1047386,172354
1047386,123115
1047386,129880
1047386,337194
1047386,247408
1047386,469505
1047386,281731
1047365,469875
1047365,427638
1047365,277165
1047365,16937
1047365,331174
1047365,301897
1047365,393365
1047365,402745
1047365,216780
1047365,489544
1047160,34283
1047160,447124
1047160,193523
1047160,125802
1047160,130624
1047160,469367
1047160,194141
1047160,409093
1047160,285302
1047160,216746
1047138,15713
1047138,55581
1047138,242820
1047138,208368
1047138,93079
1047138,425273
1047138,29358
1047138,367734
1047138,145433
1047138,395368
1047010,24995
1047010,119294
1047010,497412
1047010,323167
1047010,190895
1047010,141324
1047010,284715
1047010,377488
1047010,170665
1047010,412611
1046969,48872
1046969,480121
1046969,125477
1046969,6036
1046969,81237
1046969,286667
1046969,448741
1046969,246038
1046969,190672
1046969,346550
1046931,301442
1046931,426496
1046931,283398
1046931,207010
1046931,71872
1046931,65267
1046931,457250
1046931,242211
1046931,80357
1046931,306477
1046736,328719
1046736,134266
1046736,78690
1046736,340099
1046736,322579
1046736,32498
1046736,453563
1046736,226513
1046736,82535
1046736,295854
1100119,283269
1100119,363892
1100119,449447
1100119,363771
1100119,343384
1100119,242768
1100119,17063
1100119,20551
1100119,370783
1100119,39545
1046569,272980
1046569,48278
1046569,196861
1046569,38452
1046569,84699
1046569,456030
1046569,355147
1046569,265434
1046569,480775
1046569,420197
1046520,162110
1046520,312528
1046520,487928
1046520,109940
1046520,160071
1046520,472719
1046520,174142
1046520,5224
1046520,479897
1046520,81124
1046475,195856
1046475,461799
1046475,431370
1046475,143606
1046475,119431
1046475,270299
1046475,163665
1046475,294366
1046475,278698
1046475,440419
1046463,418720
1046463,358768
1046463,16548
1046463,191095
1046463,357461
1046463,495564
1046463,460535
1046463,252985
1046463,167648
1046463,39132
1046161,167787
1046161,338769
1046161,474960
1046161,59698
1046161,106235
1046161,276644
1046161,384151
1046161,349289
1046161,133110
1046161,477680
1100106,54828
1100106,97243
1100106,247546
1100106,181754
1100106,133299
1100106,213604
1100106,483814
1100106,436279
1100106,271146
1100106,46833
1046047,365937
1046047,134824
1046047,419771
1046047,342417
1046047,487642
1046047,410985
1046047,236520
1046047,314093
1046047,41761
1046047,467699
1046042,340266
1046042,274467
1046042,246453
1046042,87445
1046042,154656
1046042,412784
1046042,454338
1046042,202447
1046042,485914
1046042,66343
1100105,185653
1100105,130050
1100105,354971
1100105,74219
1100105,390778
1100105,458642
1100105,406517
1100105,357310
1100105,391820
1100105,430616
1045855,244440
1045855,52086
1045855,345989
1045855,66272
1045855,411549
1045855,426139
1045855,14091
1045855,443974
1045855,59768
1045855,439907
1045826,390196
1045826,419945
1045826,359969
1045826,263728
1045826,467092
1045826,458721
1045826,136788
1045826,243865
1045826,401004
1045826,137568
1045717,188301
1045717,251959
1045717,370515
1045717,71059
1045717,279474
1045717,38090
1045717,337299
1045717,436834
1045717,268420
1045717,323167
1045709,463264
1045709,234913
1045709,473970
1045709,472645
1045709,82292
1045709,232821
1045709,22602
1045709,243287
1045709,428407
1045709,477072
1045567,407127
1045567,373629
1045567,331579
1045567,404084
1045567,132708
1045567,238151
1045567,140646
1045567,82671
1045567,310540
1045567,312669
1100094,388488
1100094,245567
1100094,221897
1100094,118116
1100094,39964
1100094,30934
1100094,254579
1100094,336855
1100094,205659
1100094,498674
1045554,62278
1045554,180719
1045554,300374
1045554,360910
1045554,78911
1045554,310534
1045554,56975
1045554,273888
1045554,61314
1045554,131248
1045540,428167
1045540,130356
1045540,397929
1045540,486347
1045540,340484
1045540,254379
1045540,25015
1045540,308638
1045540,497122
1045540,353146
1045527,158345
1045527,184329
1045527,22993
1045527,96500
1045527,458122
1045527,192278
1045527,471631
1045527,243301
1045527,291755
1045527,309195
1045494,460238
1045494,117336
1045494,104981
1045494,136764
1045494,161632
1045494,162199
1045494,267829
1045494,404972
1045494,309619
1045494,488214
1045374,381856
1045374,442724
1045374,338190
1045374,421655
1045374,348599
1045374,365614
1045374,8271
1045374,122974
1045374,472110
1045374,435317
1045347,128894
1045347,392673
1045347,404653
1045347,340679
1045347,163286
1045347,74054
1045347,339308
1045347,329847
1045347,270729
1045347,386247
1045229,205987
1045229,224127
1045229,342390
1045229,37435
1045229,501231
1045229,82640
1045229,76551
1045229,99801
1045229,162587
1045229,158398
1045227,136923
1045227,14552
1045227,10649
1045227,408325
1045227,117757
1045227,412597
1045227,305644
1045227,156216
1045227,117733
1045227,199406
1045208,195639
1045208,55715
1045208,485133
1045208,464947
1045208,135456
1045208,370217
1045208,470553
1045208,1086
1045208,265190
1045208,241156
1045135,59064
1045135,371664
1045135,409042
1045135,71595
1045135,340888
1045135,468686
1045135,308929
1045135,28916
1045135,138996
1045135,220207
1045071,41988
1045071,171395
1045071,375959
1045071,494751
1045071,51039
1045071,358434
1045071,262131
1045071,250760
1045071,120978
1045071,176233
1100077,315085
1100077,309899
1100077,450163
1100077,172757
1100077,489674
1100077,144152
1100077,174945
1100077,129863
1100077,16140
1100077,67004
1100070,162664
1100070,368717
1100070,448452
1100070,197103
1100070,342029
1100070,499844
1100070,152244
1100070,388284
1100070,389510
1100070,70580
1043914,433348
1043914,369051
1043914,298980
1043914,808
1043914,446718
1043914,11098
1043914,464792
1043914,258830
1043914,448775
1043914,167563
1043815,144571
1043815,295910
1043815,15582
1043815,496389
1043815,387375
1043815,367064
1043815,277131
1043815,309221
1043815,206913
1043815,96466
1043658,265292
1043658,310931
1043658,454836
1043658,166054
1043658,250510
1043658,289723
1043658,358195
1043658,74163
1043658,59648
1043658,402938
1043568,449622
1043568,420947
1043568,446043
1043568,207223
1043568,45321
1043568,339084
1043568,281244
1043568,186437
1043568,101561
1043568,122037
1043545,110824
1043545,176582
1043545,42115
1043545,119901
1043545,411706
1043545,420587
1043545,470694
1043545,62877
1043545,46120
1043545,131771
1043337,60732
1043337,261909
1043337,302307
1043337,299712
1043337,40791
1043337,191789
1043337,370154
1043337,311294
1043337,461553
1043337,429133
1043064,208350
1043064,195783
1043064,103094
1043064,76278
1043064,475230
1043064,29836
1043064,386427
1043064,425127
1043064,491968
1043064,151382
1042978,461135
1042978,147513
1042978,436381
1042978,437334
1042978,77948
1042978,277696
1042978,141344
1042978,263417
1042978,384495
1042978,275256
1042800,213094
1042800,191495
1042800,188215
1042800,344111
1042800,182584
1042800,366964
1042800,481262
1042800,149416
1042800,425563
1042800,429344
1042752,317462
1042752,320534
1042752,378901
1042752,311944
1042752,236352
1042752,299160
1042752,28154
1042752,158279
1042752,475907
1042752,181227
1042626,327388
1042626,261342
1042626,235656
1042626,294555
1042626,484403
1042626,473772
1042626,285831
1042626,182882
1042626,108504
1042626,485472
1042426,259402
1042426,163473
1042426,486571
1042426,26310
1042426,400731
1042426,341310
1042426,220387
1042426,243149
1042426,310215
1042426,280443
1042364,164082
1042364,257878
1042364,268348
1042364,61437
1042364,415211
1042364,486523
1042364,226265
1042364,69752
1042364,142314
1042364,357613
1042158,262813
1042158,179409
1042158,239277
1042158,220618
1042158,275017
1042158,68328
1042158,448537
1042158,64133
1042158,63512
1042158,207711
1042099,233290
1042099,343976
1042099,390242
1042099,17274
1042099,31529
1042099,77445
1042099,101668
1042099,322400
1042099,200020
1042099,6819
1041951,288291
1041951,141975
1041951,180960
1041951,227748
1041951,33141
1041951,266658
1041951,436836
1041951,449894
1041951,236418
1041951,401850
1041948,36631
1041948,70540
1041948,437357
1041948,409401
1041948,55524
1041948,216957
1041948,80606
1041948,437524
1041948,27364
1041948,298324
1041924,349578
1041924,113720
1041924,192286
1041924,203716
1041924,162332
1041924,292213
1041924,426878
1041924,121267
1041924,258076
1041924,209103
1100035,307590
1100035,104195
1100035,403050
1100035,365936
1100035,331947
1100035,359573
1100035,185708
1100035,249735
1100035,249919
1100035,330908
1041520,319488
1041520,146441
1041520,473625
1041520,35365
1041520,488377
1041520,130149
1041520,448474
1041520,413650
1041520,101082
1041520,103372
1041226,25661
1041226,255966
1041226,4886
1041226,79167
1041226,389870
1041226,375280
1041226,83570
1041226,133427
1041226,336156
1041226,160829
1041146,366148
1041146,313656
1041146,236218
1041146,34609
1041146,103559
1041146,190736
1041146,456604
1041146,319800
1041146,501120
1041146,79735
1041043,230534
1041043,436469
1041043,105346
1041043,477858
1041043,140981
1041043,232546
1041043,457879
1041043,465284
1041043,187252
1041043,248944
1040959,429123
1040959,43736
1040959,83296
1040959,54606
1040959,199826
1040959,263020
1040959,191790
1040959,228620
1040959,82569
1040959,241833
1040848,210393
1040848,51104
1040848,397835
1040848,250079
1040848,1318
1040848,111758
1040848,472397
1040848,490847
1040848,425666
1040848,159603
1040703,12354
1040703,159109
1040703,450751
1040703,249671
1040703,260666
1040703,315224
1040703,213882
1040703,417237
1040703,71432
1040703,79856
1040532,94059
1040532,312783
1040532,455339
1040532,555
1040532,385829
1040532,471738
1040532,264073
1040532,10821
1040532,294394
1040532,387483
1040409,222381
1040409,18212
1040409,215264
1040409,243157
1040409,226837
1040409,382630
1040409,368679
1040409,136013
1040409,26025
1040409,19111
1040312,233781
1040312,62413
1040312,12443
1040312,53258
1040312,122199
1040312,111522
1040312,174670
1040312,44011
1040312,359502
1040312,100220
1040099,130568
1040099,206113
1040099,209579
1040099,366107
1040099,72552
1040099,26174
1040099,6857
1040099,447120
1040099,246699
1040099,232836
1040088,8740
1040088,104499
1040088,152085
1040088,150542
1040088,483629
1040088,62606
1040088,22699
1040088,357884
1040088,13465
1040088,352774
1040082,452446
1040082,36948
1040082,390855
1040082,180238
1040082,475480
1040082,37560
1040082,76221
1040082,420759
1040082,73390
1040082,26828
1040064,407615
1040064,447692
1040064,326270
1040064,215026
1040064,223750
1040064,266282
1040064,472663
1040064,482334
1040064,418041
1040064,34248
1100010,293385
1100010,275064
1100010,56413
1100010,439866
1100010,308705
1100010,268025
1100010,324125
1100010,355523
1100010,34807
1100010,311582
1040038,33473
1040038,420783
1040038,467781
1040038,346577
1040038,327705
1040038,16902
1040038,253730
1040038,40885
1040038,188716
1040038,107634
1040030,315606
1040030,396968
1040030,250922
1040030,79237
1040030,8845
1040030,292287
1040030,238265
1040030,134223
1040030,317280
1040030,61872
1039728,358293
1039728,139769
1039728,293792
1039728,151238
1039728,434641
1039728,327663
1039728,330233
1039728,283968
1039728,197003
1039728,68453
1039521,459850
1039521,90195
1039521,323494
1039521,447359
1039521,173184
1039521,391187
1039521,332526
1039521,370044
1039521,292446
1039521,129666
1039298,122507
1039298,212289
1039298,418983
1039298,131496
1039298,435199
1039298,182508
1039298,115309
1039298,177754
1039298,395703
1039298,214459
1099998,23012
1099998,104529
1099998,62700
1099998,403593
1099998,291505
1099998,482528
1099998,74258
1099998,224904
1099998,431509
1099998,220364
1039002,345259
1039002,171439
1039002,101588
1039002,316763
1039002,465391
1039002,114490
1039002,387678
1039002,184722
1039002,312728
1039002,501062
1038879,478028
1038879,46546
1038879,13277
1038879,60225
1038879,484115
1038879,60555
1038879,78180
1038879,380780
1038879,314209
1038879,354263
1038859,337410
1038859,471675
1038859,8681
1038859,90193
1038859,446335
1038859,86886
1038859,137359
1038859,132912
1038859,248307
1038859,257353
1038830,123721
1038830,287723
1038830,210355
1038830,285989
1038830,220233
1038830,501562
1038830,171156
1038830,231980
1038830,227211
1038830,171926
1038724,299468
1038724,226765
1038724,43087
1038724,142642
1038724,489932
1038724,304190
1038724,265611
1038724,360058
1038724,17293
1038724,395300
1038527,70966
1038527,37873
1038527,178916
1038527,265047
1038527,264102
1038527,431953
1038527,323728
1038527,190571
1038527,62944
1038527,124684
1099985,154200
1099985,449341
1099985,447143
1099985,346472
1099985,91098
1099985,478346
1099985,351996
1099985,123812
1099985,121781
1099985,89833
1038184,288056
1038184,313729
1038184,312250
1038184,477501
1038184,139011
1038184,38550
1038184,74070
1038184,53390
1038184,71633
1038184,296953
1099981,489860
1099981,300211
1099981,420015
1099981,129551
1099981,498168
1099981,405146
1099981,213458
1099981,426973
1099981,426389
1099981,30180
1099980,9603
1099980,334969
1099980,331827
1099980,166294
1099980,409531
1099980,37915
1099980,73649
1099980,309831
1099980,100403
1099980,311641
1037872,1021
1037872,196904
1037872,353058
1037872,301220
1037872,186699
1037872,31479
1037872,218558
1037872,157121
1037872,247645
1037872,315421
1037817,254355
1037817,383366
1037817,68392
1037817,149116
1037817,265663
1037817,212098
1037817,6595
1037817,371927
1037817,355640
1037817,77671
1037689,73088
1037689,373274
1037689,375418
1037689,156548
1037689,350297
1037689,435804
1037689,326013
1037689,215976
1037689,110098
1037689,419362
1037250,408716
1037250,182824
1037250,387486
1037250,233826
1037250,182827
1037250,387933
1037250,322615
1037250,408036
1037250,12623
1037250,437621
1036784,24253
1036784,132224
1036784,334921
1036784,98074
1036784,292445
1036784,350331
1036784,497775
